Location,Message,Name,City,Country
"Thale, Germany","The sum of our life are the hours, in which we loved.",Kruemel27,Thale, Germany
"Amsterdam, Netherlands",AAD is masters,Dirk Boer,Amsterdam, Netherlands
"Kapaa, Kauai, Hawaii, United States","Join Us! Together we shall complete our Federation. With our combined strength,we will end our destructive and internal conflicts,and bring order to the galaxy!","Malcome Rodrigues, Jr.","Kapaa, Kauai, Hawaii", United States
"Humble, Texas, United States",Hello from Earth!  While it is unlikely that we will meet in my lifetime.  I look forward to your reply when I am a rather senior astronomer. - Aaron Clevenson,Aaron Clevenson,"Humble, Texas", United States
"Utrecht, Netherlands","Why haven't we heard from you yet, oh fellow universe creatures?",Hans,Utrecht, Netherlands
"Saint Petersburg, Russia","Hey there! My name is Alex. We have so many wars on the Earth, between different countries. Can you help us and teach our government to be peaceful?..",Alex,Saint Petersburg, Russia
"pinehurst, United States","hello from earth, home to the dumbest species in the 'verse, humanity, otherwise we wouldn't be doing this and clogging your email or whatever!",dustin,pinehurst, United States
"Lyndonville, United States",These words are all that remain of me as they travel across the chasm of space and time. Shall they find ears and mind to understand or shall they pass unheard?,Alain Morrissette,Lyndonville, United States
"Almelo, Netherlands","I am the only real Wim Heitinga. please ignore the fakes and please, please, pleeeaaaaaasssse, do not kill me.",Wim Heitinga,Almelo, Netherlands
"Gouda, Netherlands","how does teflon stick to the pan???

please answer our greatest question!",Jan,Gouda, Netherlands
"Glendale, United States",We're an imperfect species. Perhaps a collaboration between our societies can resolve our differences & create a whole that's greater than the sum of its parts.,Jeralan,Glendale, United States
"Veldhoven, Netherlands",122333444455555666666777777788888888999999999 122333444455555666666777777788888888999999999 122333444455555666666777777788888888999999999,Collin Bell,Veldhoven, Netherlands
"San Francisco, CA, United States",There once was a man from Nantucket..,David Olivier,"San Francisco, CA", United States
"Bochum, Germany","Hey there!
Hope to see you soon!",Chi,Bochum, Germany
"Sydney, Australia","Hi, we are 2 teddy bears from Australia. Do you have teddy bears out there? If so, ""Hi! Hope 2 meet you sometime."" (T-Bear and Y-Bear from Sydney!)",TBear2,Sydney, Australia
"Jakarta, Indonesia",hello alien!! how are you? do you want to desroy the earth? I hope you don't to destroy the earth. ok!! :),Vanadia irisca yussalla,Jakarta, Indonesia
"Sydney, Australia",Greetings from planet earth. If you can read this please reply in english. We have so much to discuss and learn about each other.,Harry,Sydney, Australia
"Florence Alabama, United States",Do not come to Earth! I say this for your own good. We are still young mentally but possess destructive technology controlled by irrational men.,Erik Young,Florence Alabama, United States
"Sydney, Australia",We have so much to learn.  Come and teach us.,Andrew,Sydney, Australia
"Ipswich, Australia","To whoever may read his. Let it be known in the far off planets that, I love Chels, Always and Forever baby.",Jarrod Boyle,Ipswich, Australia
"Sydney, Australia","Feel free to crash on my couch if you decide to visit.

Peace.",Adam,Sydney, Australia
"London, United Kingdom","I would like to apologize on behalf of ALL Earthlings,for all the abandoned satellite crap we've left floating in space.  That's the sort of people we are,Sorry",Pease Holloway,London, United Kingdom
"Uithoorn, Netherlands","Hello, 
I just want to know
What is the nicest thing you can do on your planet?",Thomas,Uithoorn, Netherlands
"Moenchengladbach, Germany","Hello, I hope there is any life at your Planet!? I hope you are friendly. Maybe I see you in 20 years :-)",Sigrid Schoepe,Moenchengladbach, Germany
"Leipzig, Germany",What can you teach us and what can we teach you?,Lacambria,Leipzig, Germany
"shanghai , China",i really wanna konw if u are there. actually i believe u are. give us some hints. Toasts for we have much more friends now. good luck~~,jeanwong,shanghai , China
"perth, Australia","hi, if you ever recieve this message, i think it will be amazing and probably impossible and i would write more but there is not enough space left!! From earth.",millie m.,perth, Australia
"Qingdao, China","Hello from Qingdao,China on the planet we call Earth!Your reply would be a significant mielstone!Hope you come in peace and enjoy your trip!We are here,waiting~",Meng Kuang(匡萌),Qingdao, China
"Hengelo, Netherlands",All Your Base Are Belong To Us. For Great Justice.,Aryan blaauw,Hengelo, Netherlands
"ChangChun, China",If you can hear from me.I believe that it is the will of God.I will be waiting to hear from you!,YUE,ChangChun, China
"Batu Pahat, Malaysia","Helleo,We are from the earth planet.May I know more about you?Or I hope that you all can teach us human being how to go yours planet as fast as possible?thanks.",Hawjiang Ng,Batu Pahat, Malaysia
"earth, Netherlands","Don't call us, we call you. 
But if you call, ask for Harry.

He landed here 80 years ago.",harold,earth, Netherlands
"Wuhan, China",I wish I could see you in my life time. I think we are love each other.,Super Lee,Wuhan, China
"Dalian, China","HELLO Residents of the universe! 
Welcome to Earth!
However, please do not dissect us.",Bo Yan,Dalian, China
"Kazan, Russia","Good evening aliens:)
The KLIR company sends thinks that we can make some deals wiht each other ^)
All the best
Iskander Rinatovich.",Iskander Rinatovich,Kazan, Russia
"Hastings, New Zealand","Greeting from planet earth 
Plant Photosynthesis 6CO2 + 6H2O + Energy = C6H12O6 + 6O2 Aerobic respiration C6H12O6 + 6 O2 -> 6 CO2 + 6 H2O THE CIRCLE OF LIFE",Margo,Hastings, New Zealand
"madison, United States","Humanity's not using this planet  wisely any longer, so I think it's about time for that interstellar by-pass.",John Krull,madison, United States
"Bandarawela, Sri Lanka","Hello, Is there anyone like to help me about something so important? If yes please visit me. I'll do anything for you. Okay! Bye!",Yasitha Kasun Silva,Bandarawela, Sri Lanka
"davao, Philippines","hi! if you receive my message, do speak my name ""beth"" if you can",speetfayer,davao, Philippines
"Amsterdam, Netherlands","We are still a primitive and violent species, but we have accomplished great things. It would be great if you let us know we're not alone in the dark.",Lodewijk Gonggrijp,Amsterdam, Netherlands
"Surabaya, Indonesia","Hello,alien. Human in this earth hope for your coming. Please Come,and lets make friend with human.
I will waiting for your coming.",Dharma,Surabaya, Indonesia
"wuxi, China",While you are looking at this message，we are on the way to your planet，please get your food ready because we must be hungry~~,ChuYuMing,wuxi, China
"Sarajevo, Bosnia and Herzegovina","I am human,with a pair of eyes,ears,hands and legs.I have only one head and 5 fingers on each hand and leg. I like rap music,movies and parties. Who are you? :)",ervin,Sarajevo, Bosnia and Herzegovina
"Bukit Mertajam, Malaysia","Hello, you are welcome to our planet! Can we make friends? Hope you can reply me earlier!

                         By Ivan.",Ivan Lim Chee Tian,Bukit Mertajam, Malaysia
"Paderborn/Banja Luka, Germany","Perhaps if one of you marries me, I get world visa, so i can finnish my study in Germany. ;)",Nadija Pejic,Paderborn/Banja Luka, Germany
"Nieuwlande, Netherlands",Do you guys get Family Guy up there?!,Peter,Nieuwlande, Netherlands
"chengdu, China",Are you there?,Mao Jie,chengdu, China
"Budapest, Hungary","Hello Aliens,
please tell us how you made the Pyramids, the moais in the Easter Island and, of course the secret of the Bermuda Triangle. 
See you soon!",Peter,Budapest, Hungary
"Sarapul, Russia",Hello there. We ere people from planet that we call Earth.If you can read this message answer us. We can communicate and exchange art and experience.,Alexandr,Sarapul, Russia
"Munich, Germany",you forgot me last time! please pick me up und the party goes on!,JR,Munich, Germany
"N.Novgorod, Russia",Thanks for life!,Oleg,N.Novgorod, Russia
"Perth, Australia",Hello and greetings from our little blue green world. Hope this message find you all well. Hope the weather is good and that we will all be good friends.,Benjamin Munro,Perth, Australia
"Madrid, Spain",Hello my friend! Have you ever seen Pulp Fiction? I recommend it to you!!!!,Rocío,Madrid, Spain
"College Station, United States","If you figure out how to go faster than light, let us know.
-Frustrated Humans",George Willis,College Station, United States
"Messina, Italy","if you love the universe DONT COME HERE !!! We are destroing our planet, we are a bad example of a life form.
At your risk, be careful !!!",Giuseppe Salvini,Messina, Italy
"Canberra, Australia","Hello! If you read this come visit us, or transmit back! :D Though i doubt you can speak english...",Thavidu Ranatunga,Canberra, Australia
"Dortmund, Germany",O..x......,Thomas MrTom Wachsmann,Dortmund, Germany
"Jaipur, India",Hello! We are humans.We are living on this planet from a very long time with peace and joy. But we had lost our peace. If it is on your planet please give to us,Krapanshu Godara,Jaipur, India
"Abidjan, Cote d'Ivoire",Hi everyone. This comes to you from Africa. I am Seydou and a citizen of Republic of Ivory Coast. Lookinf forward to hearing from you soon.,Seydou Kone,Abidjan, Cote d'Ivoire
"Adelaide, Australia",Give back Mulder's sister!,Pia Akerman,Adelaide, Australia
"seoul, South Korea","Dear Aliens, can u settle a bet plz?Dad says all aliens want to bed William Shatner, but I say the Jewish ones would never date a ham. Who's right?thanks,p",pete,seoul, South Korea
"jember, Indonesia","If you receive this message, come into our earth, with peace, many things u can find, many place u can visited, just come to say hello to us, love earth",Septhian Eka,jember, Indonesia
"oud-beijerland, Netherlands","if you can ever translate our messages, There is no god, please do not fight about this non-sense/stupidity, thats the biggest mistake we made.
greets, jim",Jimmy Stroomberg,oud-beijerland, Netherlands
"baghdad, Iraq","peace on you

here's our names
traveling in the unkown darkness just like our future.

hope they finally reach the light


wathab
enas",wathab albayati,baghdad, Iraq
"Columbia Heights, United States","In knowing we each exist, we hope we can find answers in each other. May you find hope, knowledge, and wisdom in our greetings. Sincerely, David Rust of Terra.",David J Rust,Columbia Heights, United States
"New Jersey, United States",I would like to share thoughts over vintage wine with any other-planetary lifeforms that are willing. To discern our customs from these messages would be smart.,Kevin Spacey,New Jersey, United States
"shanghai, China",I WILL BE 40 WHEN THIS MESSAGE IS SUPPOSED TO BE RECIEVED..HAHA.I JUST WANNA SAY HELLO.. HOPE YOU CAN SEND BACK TO ME..AND I'LL BE OVER 60 WHEN I RECIEVE IT~HA.,FAY.HU,shanghai, China
"Moscow, Russia","Hey! If U don't use money, please tell us how U doing this! T_T",[putyatin]rm,Moscow, Russia
"Madurai, India",Hi..i'm from Milky Way Galaxy from the EARTH.I want to ask you about the rumors of 2012 going to happen in the earth.k..bye ..we will meet soon,sriViswajith,Madurai, India
"Florida, United States","I hope that we can become friends.
When you arrive someday, visit me first.",Michael,Florida, United States
"Chatou, France","Hello,
I'm pleased to meet you and to send you this message :
we are in peace with you and we want to dicover you.
I'm sure that you will dicover many things",Levasseur,Chatou, France
"Sundsvall, Sweden","Need to say that if you think that universe is brighter on the other side of galaxy. sorry to tell you that it isnt but hey,we are friendly and weapons are ok.",Robert,Sundsvall, Sweden
"Austin, TX, United States","If you believe in a Supreme Being,come visit us.If not,wait till you do. But call first. Renee'  Texas, USA",Renee' Peel,"Austin, TX", United States
"Toronto, Canada","Hey, just wanted to let you know, not all of us are bad.  Give us a call sometime, we could sure use your help.",Jon Turner,Toronto, Canada
"Almeria, Spain","This is a pacific message to others civilizations. We live in the Milky Way, in a little blue planet called Earth. We want peace and love between our population",Fermín Garrido,Almeria, Spain
"Seattle, United States",FLOOD WAS HERE,Brennan Post,Seattle, United States
"Rockford, United States","Hello, Alien race. We are the dominant species on a planet known as 'Earth'. We are 'Humans'. We hope you visit our friendly planet which is much like your own.",Adam Wilkinson,Rockford, United States
"Oklahomaa, Finland",ooo i know that this message is not going to get there and i know that if it gets there the aliens will not understand it soo ok and i'd like to believe buuut..,motherwinslow,Oklahomaa, Finland
"Jönköping, Sweden",Hello from our beautiful planet Earth! Come and visit us anytime - we've got cookies! //Milosz,Milosz,Jönköping, Sweden
"Orsk, Russia",Hello if you read this message then necessarily should visit our planet:),Oksana,Orsk, Russia
"New York, New York, United States","If u wish 2- see what we see, feel what we feel, smell what we smell, taste what we taste- u can experience, appreciate & love our Planet. Welcome aboard ;)",Katyusha,"New York, New York", United States
"Portadown, United Kingdom","If there is anybody out there, please visit our planet, we are curious to see other intelligence in our universe and to know the answer why we are here?",Dominik Picheta,Portadown, United Kingdom
"Zadar, Croatia","Hello!
I am feeling so strange while typing this message. 
I really hope there's someone on other planets.",Andrea,Zadar, Croatia
"Kirkland, washington, United States",FLOOD WAS HERE,Shishka,"Kirkland, washington", United States
"Kiev, Ukraine","This planet really needs your help, you should come and save us before we're out of all resources, before its too late. Just kidding:)",Alexander,Kiev, Ukraine
"La Plata, Argentina","Hey there. I’m calling, sending my frequency,to the galaxy so you can see people down here",Martin,La Plata, Argentina
"Mar del Plata, Argentina",1* 2** 3*** 4**** 5***** 6****** 7******* 8******** 9********* 10**********     2 3 5 7 11 13 17 19 23 29 31 37 41 43 47 53 59 61 67 71 73 79 83 89 97 101 103,Leonardo Malaga,Mar del Plata, Argentina
"Rijeka, Croatia",Hey there Glieseans! Please come to Earth!! I wanna ask you so much questions. We're gonna make a party for your arrival and then we all come to your planet :),Luka,Rijeka, Croatia
"Buenos Aires, Argentina","I Love to Jimena Pereyra, if you know her, you will understand me. Come to my planet and visit me.",Javier,Buenos Aires, Argentina
"Rotterdam, Netherlands",Hi Glieseans! Here Earhtlings! Just wanted to tell you this spoof! Your earth isnt flat!!! So have that one figured out before we come to visit so we can level!,Salventius,Rotterdam, Netherlands
"New Delhi, India","Hi Everyone out there I don't know if somebody is seeing this or not but if it reaches you then please reply to it and see how we live our lives.
Thanks.
Bye!",Sehaj Sathoo,New Delhi, India
"Cleveland, Ohio, United States","Hello & greetings from a far away rock (if you can read this). By the time you get this, I'll be 71 Earth years old. I'd love to visit you. Do you grow old?",Jeff Reding,"Cleveland, Ohio", United States
"Laufach, Germany",Please vitit us at Earth :-),Marcel Dreke,Laufach, Germany
"Prince George, Canada","Greeting from planet earth, we send this message in the hope of peace. I hope you find us suitable for shared communication and knowledge.",Chris Obieglo,Prince George, Canada
"Palermo, Italy",Nice to meet you! I hope you can understand this message... :D,Manuela,Palermo, Italy
"Lathrop, CA, United States","Send Earth any kind of entertainment form your planet! Video game, sport(+equipment), shows. ANY THING!!! Ojala que puedas visitar!(hope you can visit!) luvulol",Razgriz Berkut,"Lathrop, CA", United States
"Dalton, GA, United States","From the people of Sol 3, I send greetings. We would greatly appreciate any assistance you can give us in improving ourselves and reaching the stars!",John Aldrich,"Dalton, GA", United States
"CORFU, Greece",GOOD MORNING TO ANYONE OR ANYTHING UP THERE. IT SEEMS LIKE WE HAVE LOST OUR CAUSE DOWN HERE SO MAYBE YOU CAN HELP US.,IOANNIS,CORFU, Greece
"Ladoga, Indiana, United States",I wonder what you and your planet are like.,Russ Cross,"Ladoga, Indiana", United States
"Sisak, Croatia","hello there, if you ever come here please come to visit my dear friend Miss Vikernes from Petrinja, Croatia and bring her some boyfriend cuz she is so lonely.",Goran,Sisak, Croatia
"Pondicherry, India","Hi....
Atleast r you pollution and disease free? If so i m ready to cum along with few of my earthmates....",Priya,Pondicherry, India
"Buenos Aires, Argentina",hello there if some day can read this message cool I saw your ship lights in the sky will you come? Do you have music?Can you take me?Hope can see you soon,Rocky,Buenos Aires, Argentina
"San Severino Marche (MC), Italy",Hello! I would want to know you and establish a sociocultural exchange with you. My house is your house. I will wait all my life for having one answer from you.,Roberto,San Severino Marche (MC), Italy
"Dourados, Brazil","Hello, plese bring-me some inteligence to this planet, this world needs some peace and love between all of us.",Maokalon,Dourados, Brazil
"Foz do Iguaçu, Brazil","3,14159265358979323846264338327950288419716939937510582097494459230781640628620899862803482534211706798214808651328230664709384460955058223172535940811284811174",Anderson,Foz do Iguaçu, Brazil
"İzmir, Turkey","i will wait u to come our earth. maybe u can help for find a new world in space...

see u, and wait ur messages too.. by hunkar ;)",hünkar akdemir,İzmir, Turkey
"Fort Lauderdale, Florida, United States","Hello, I am interested in your history of the universe & of your origins. I also would like to learn of your knowledge in regards to mathematics and physics.",Dave (Beyond Astronomy),"Fort Lauderdale, Florida", United States
"Moscow, Russia","Hi from Earth!I am Mihail Shishov,resident of mainland Eurasia,Russian Federation.Welcome to our planet!We are glad to see you.",Mihail,Moscow, Russia
"Novi Sad, Serbia",Pay it forward,Radoslav,Novi Sad, Serbia
"denver, United States",i hope i live to see a response to this message.,jeremy turner,denver, United States
"Badalona, Spain","If there is someone there, please send us a sign ... we need to know that we are not alone",Toni,Badalona, Spain
"paris, France",Please help us make earth a better place to live. We're just too stupid to protect our planet.,cappie,paris, France
"Buenos Aires, Argentina","Please, help us if you can do that... We need to be able to get evolution, as real human been. Many of Us dream about we can do it :)",Pedro,Buenos Aires, Argentina
"Ostrołęka, Poland","Hello from Poland! If you exist I hope that one day you'll come to the Earth. It will be great to share knowledge, experiences with you. Peace!",Anita,Ostrołęka, Poland
"Oaxaca, Mexico",Elvis? We know you are there...,David,Oaxaca, Mexico
"Silkeborg, Denmark","Greetings from planet Earth Please beware if you ever visit us we are known to destory lifeforms rather quickly Just joking, we are very friendly please drop by",Søren Ernst,Silkeborg, Denmark
"bologna, Italy","Hello Space!! i'm Mattia Mc from the earth (italy) and I invented the Mattia Corporation  , my company! . I live in Imola,italy",Mattia,bologna, Italy
"Richmond, United States",Greetings and saluations from Sol (Earth). You are not alne in the galaxy that we call the Milky Way.,James Cecil,Richmond, United States
"ottawa, Canada","I am neither stupid,nor arrogant enough to believe that we are the only life in the 'verse.There are mysteries we haven't even thought to ask about yet.Cheers.K",Kaeryn,ottawa, Canada
"kazdanga, Latvia","you may think that we are odd, but oddish is what rules the world! send me back a message and i will give you a candy! good night and travel well..",baiba,kazdanga, Latvia
"Belo Horizonte, Brazil","Hi, my name is Hendrigo and I'm from Brazil. In the vastness of space and the immensity of time, it's my joy to share a galaxy and an epoch with you. 18/08/2009",Hendrigo Batista,Belo Horizonte, Brazil
"Maravilha, Brazil","Big hug from his friend Marcelo of planet earth, come visit us, we are waiting for you.",Marcelo,Maravilha, Brazil
"Vianetiane, Laos",Guagua say hello to you!,BC,Vianetiane, Laos
"Bowie, United States","Can I have a spaceship?

Latitude
	38.972805 °
N 38 ° 58' 22.1""
38 ° 58.3683'
Longitude
	-76.748599 °
W 76 ° 44' 55.0""
-76 ° 44.9159'",Nathan,Bowie, United States
"Hermosillo, Mexico","We, as you, are not perfect, differences are relative and in reality they doesn't matters, so I think we can learn together.",Victor,Hermosillo, Mexico
"San Francisco, United States","We are an interesting species. Capable of such wonderful creativity and dreams 
Yet such hellish nightmares. Some day we shall grow up and be among the stars.",Daniel Harlan,San Francisco, United States
"Békéscsaba, Hungary",These messages came in peace for all mankind.,Sík Tamás,Békéscsaba, Hungary
"Anchorage, United States","Hi friends! Earth is wild and alive! We are constantly maturing, struggling, and striving to make life here great and wonderful. Come visit when you can!",Adam,Anchorage, United States
"Monterrey, Mexico",What if your planet is more primitive than ours?  Could it be we've been searching for intelligent life in space that does not exist except right here on Earth?,Oscar,Monterrey, Mexico
"College Park, United States",Hello! I'm looking forward to meeting your kind. Peace be with you.,Ryan,College Park, United States
"Islamabad, Pakistan","To whom it may concern
V may b fleshy,wierd n scary,bt v r driven on emotions n morality
So 2 al those comin ur in fr a hel f a vacation
PS.U'll love da rain",Erum Imran,Islamabad, Pakistan
"Albany , United States",greetings from earth. i hope some form of life recieves this message. find us so that we can live in peace and coexist.,Cody Goodermote,Albany , United States
"Toronto, Canada",Dear Neighbors from space!Please come to teach us how to live in peace and harmony and how to beat decease and live at least 1000 years.,Olga Smith,Toronto, Canada
"iligan city, Philippines","Please... I have a family... TAKE THEM!!! Lol:)) From Homer Simpson, with love:) Hello there neighbors!!",danna michelle sagario,iligan city, Philippines
"reedley, United States",Hello from earth i would like to make you a deal your services and loyalty to me and i will give you icecream together we can rule the universe!,Dante,reedley, United States
"Middlesbrough, United Kingdom","Greetings aliens! Wow, it would be cool if there's life on your planet and if you can manage to decode English. Drop by Earth some time. I recommend Star Trek.",Katie Herlingshaw,Middlesbrough, United Kingdom
"Leganes/madrid, Spain","Beware iPhone,s!!! It coul be explotes if you arrive on earth please don,t buy it.tonho and Bea 36 16 59 N 6 5 20 O don,t try contact us we aré on holidays..",Antonio,Leganes/madrid, Spain
"Edmond OK, United States","Greetings from Earth,third rock from the sun.I hope our worlds can communicate,coexist peacefully and benefit from shared technology.
Oklahoma City,OK  USA",Steve Brumley,Edmond OK, United States
"St.Russa, Russia","Hello, from Russia!
Bolshie Bory rules :)",Andrey,St.Russa, Russia
"arnhem, Netherlands",Hello there greetings from earth,jan,arnhem, Netherlands
"Palo Alto, Ca., United States","Whether ""Hello From Earth"" is real or a hoax, I've had fun reading the comments; and if you're really out there, I hope YOU have a good sense of humor!",Kristy,"Palo Alto, Ca.", United States
"fremont, United States",Hey there! Can't wait to be friends! I hope we can solve our problems here before you come so we can give you a nice welcome you deserve. Hope you are well =),Valerie P,fremont, United States
"Lisbon, Portugal","I'm going to be honest with you guys. Take me out of here, please, I beg you! You look like cool people, please help me.",Daniel Vilhena,Lisbon, Portugal
"Thiruvalla,Kerala, India","oh friend, could you believe it took me more than 20 years to say you a hi",Rakesh Rajasekharan,"Thiruvalla,Kerala", India
"Madrid, Spain","Hello, i am from spain and i am testing this, works it?",Triplo,Madrid, Spain
"Las Piñas, Philippines","Greetings, beings from the planet we call Gliese 581d, we inhabit the planet of Earth found in the system of Sol, 20 light years away. We wish to communicate.",Cj Padilla,Las Piñas, Philippines
"amsterdam, Netherlands","hey you, i still want the ten bucks you owe me!",hugo,amsterdam, Netherlands
"Here, United States","I hope something is out there, so we don't look like idiots.

PS_ TAKE ME TO YOU'RE LEADER!!",Veronica,Here, United States
"Ponta Grossa, Brazil","Hi! Come to my planet, I'm sure you'll enjoy it. Live long and prosper!",Cristopher Hans Margraf,Ponta Grossa, Brazil
"Dombresson, Switzerland","Hello aliens, me writes you of the Earth in Systeme Solaire in the arm of Orion in the Milky Way. I wanted to say to you that we exist.
 Thank you
     Gilles",Gilles,Dombresson, Switzerland
"Noël, France","Hello Gliese 581d. I'm the Prophet. I send you this message to warn you, but i only have 62 characters left. The fate of the universe is in your hands : You mus",The Prophet,Noël, France
"Las Piñas, Philippines",You are not alone. We share your same sentience and we wish to communicate and relate to you. We can learn from each other. From you cosmic brethren from Earth.,Cj Padilla,Las Piñas, Philippines
"Hoofddorp, Netherlands","Population of small beautiful planet in the solar system (corner of the milyway) seek intergalactic relationship. Keywords: peace,love knowledge,humor,travel.",Arno,Hoofddorp, Netherlands
"Panama City, Panama",Hello there....Osvaldo from Panama!,Osvaldo Quintero,Panama City, Panama
"Paris, France","Hi, hope you'll understand. If you come here, you'll find peace and love for you. If you don't come hope these messages could help you to feel our love for you",Mariano,Paris, France
"cottbus, Germany","hello!we´re very curious about you and we hope we´ll get to meet you guys soon.(peace) 
this universe is so huge, no one is alone. take care!",anja kube,cottbus, Germany
"Hellevoetsluis, Netherlands","Judge not the seekers of compassion and joy by the dominance of the wrathful and gloomy. Remember my name so I may live on! Remember Earth, for she will wither!",Gydo Kamst,Hellevoetsluis, Netherlands
"Islamabad, Pakistan","hey! i was wondering what sort of people (or whatever u are) u actually are! care to post some of your pics for us to see?
o n what do u drive to work btw? :p",Hashim Mann,Islamabad, Pakistan
"Zd, Croatia","Hello out there! We people are terryfied by everything unknown, but it would be nice to know that we are not the the only creatures with mind :)",Andrea,Zd, Croatia
"Taos, United States","In the infininte expance of the universe, all things are manifest. Thus everything has, can, and will exist forever. Peace to all who may receive this. visit us",Che,Taos, United States
"Taganrog, Russia","Hello from Great Russia & Taganrog State University of Radio Engeneering! Please, don't use the artificial intelligence (AI)!!!",Ilya,Taganrog, Russia
"Davis, United States","HOO 121
Salam. do you have chocolate in there?I love them and i hope you have better ones so i could try.See you!!",sona hosseini,Davis, United States
"BARCELONA, Spain",I'VE ALWAyS KWEW THIS MOMENT WOULD ARRIVE!,SONIA,BARCELONA, Spain
"Lima, Peru",Help us save the planet....!!!!,Rogger Ortega,Lima, Peru
"Burleigh Waters, Australia","Is it true that men are from Mars and women are from Venus, or is that just an excuse invented by  men.",Brigitte Riediger,Burleigh Waters, Australia
"Arlington, VA, United States","We hope these messages will be found/responded to by other life forms. Maybe one day, beings from our respective worlds will meet. Until then, PEACE... Jai ma!!",Siddharth Chaudhari,"Arlington, VA", United States
"Sivakasi, India",HI Gliese people.. We are here Having a good life in earth which is as small as ur planet. lets make gliese and earth as a co-planet to communicate with each,Devanand,Sivakasi, India
"chennai, India",I invite you all to come and play with us.do you look like aliens or humans?.,keshav nittin,chennai, India
"NOUMEA, New Caledonia","my word code abcdefghijklmnopqrstuvwxyz
my number code 012345789
your word code ?
your number code ?",fabrice roger,NOUMEA, New Caledonia
"Jakarta, Indonesia","Greetings from Indonesia !
Please come to our planet with peace .
Hope you can be my friend . :)
GBU means God Bless You .",Sharon Natasha Christy,Jakarta, Indonesia
"Portland, United States","Hello, I hope that someday our paths will cross and Have great things to learn!We are a terrible but great Race of beings! Be careful with Humanity!",Charles Simmons,Portland, United States
"Montreal, Canada",Since it is the nature of intelligent life to destroy itself this is the reason we may never come in contact with an extraterrestrial civilization... :/,Justice De Thezier,Montreal, Canada
"Perth, Australia","hello from planet earth what do you eat, do you play any sports,which planet do you live on, do you have a big family, what is your name.",Caitlin,Perth, Australia
"Salem, India","Hello, a word form Spirit of Earth. Don't hesitate to Reply.",Karthikesh,Salem, India
"Hong Kong, Hong Kong",Hello!! Do you believe it has only one universe creator? Do you believe we are the same god's children? Love and peace,Candy,Hong Kong, Hong Kong
"Brno, Czech Republic","Hi, I would like to ask you not to destroy our planet despite you will find that we failed in its maintenance. Anyway we love this planet. Thank you.",Peter F. Fould,Brno, Czech Republic
"hangzhou, China","hey,i really appreciate that i've met many friends this summer,and i cherish them very much.i will try my best to get the canadian citizenship in the future.",matthew,hangzhou, China
"Jacksonbitmyville, United States",I had a good day today. I wonder how it would of been on your planet!,Pez,Jacksonbitmyville, United States
"sydney, Australia","Hi, if you ever come to earth, dont work at PSP! Go to cold rock for some ice cream!",Diana Dedic,sydney, Australia
"Montreal, Canada",This is an hope message.All the sick children of our planet are wishing to be healthy with your help. May the futur brings our worlds together for their futur.,Peter Dulude,Montreal, Canada
"Shanghai, China","Hi!This is from a beautiful blue planet not far from you.If you'd like to come here,do not be shy.You'll be arrounded by our love and friendship.",Qiongyue Zhang,Shanghai, China
"Tampa, United States",I've been trying to think of something to say be it sarcastic or deep but than i relized you wouldn't understand it away so whats the point,Alexander Vieira,Tampa, United States
"Converese, Louisiana, United States","Hello,from this tiny but large planet,we call Earth.We are gently people but we are cruel also.We stand by our own, in a loving way.Come to Earth and be welcome",pam murray,"Converese, Louisiana", United States
"Nonthaburi, Thailand",Hi My name is Can Really want to see you soon pls. contract me at i_candymann yahoo.com have u been Thailand before? Visit me I buy u the food call Som Tum!!!,Can Lertnatty,Nonthaburi, Thailand
"Montevideo, Uruguay","My name is Tamara, I'm glad to contact you. Hope you can decode this language! My message: be good and happy, and do it through love. LOVE IS THE ANSWER.",Tamara Liberman,Montevideo, Uruguay
"Sydney, Australia","If you do happen to come over and visit be very carefull we are cunning by nature. We mean well but many times we don't do well.
But do come, its a nice planet",Gee,Sydney, Australia
"Buncrana, Ireland",42; use it well my friends...,Conor Mc Daid,Buncrana, Ireland
"Sydney, Australia",Hey my name is Ben. I would love to come and see your planet but it is impossible since it is so far away and would take 3 genrations to get there. Please visit,Ben Holland,Sydney, Australia
"Yerevan, Armenia","Hi Guys , Hello from Armenia, Come visit us soon, otherwise we are bored out here :) see ya soon.....",Edvard,Yerevan, Armenia
"poona, India",hello l am sham from Poona in lndia on earthplanet.l have 110 Acres land in poona but captured by others.l filed suit to get my land in poona civil court.,sham,poona, India
"Memphis, United States","We are alive. Our planet is blue. Please be careful if you visit Earth. We humans care so little of our own. Some of us however, are civilized.","Charlie C. Edwards, II",Memphis, United States
"Buenos Aires, Argentina","Hello from here, I want, if someone are there, tell us how to save this planet from us, from the pain, the hungry, the demolition.We need knowledge to survive.",Nicolás,Buenos Aires, Argentina
"Sarawak, Malaysia","Greetings from Earth.Although Earth is quite peaceful, pollution here is a serious problem. Maybe we can exchange technology,making universe a far better place.",RainYen,Sarawak, Malaysia
"Solo, Indonesia","Hi,this is Addin from earth,how's life in your planet?is it the same? peace!",Addin,Solo, Indonesia
"Hong KONG, China",CAN U TELL ME ABOUT WHEN THE EARTH WOULD BE DIE,SAM MA,Hong KONG, China
"Chicago, United States","We're doing just fine despite a few mistakes...please visit in peace, we would love to meet our neighbors! bring souvenirs from your planet!",Lauren Capoccitti,Chicago, United States
